Wavelength (nm),Absorbance (AU),Std.Dev.
728,-0.0056304931640625,0.000668606637579549
730,-0.0036163330078125,0.000544206375125946
732,-0.00115966796875,0.00046782561391467
734,-0.00360107421875,0.000478649509929142
736,-0.0053558349609375,0.000460805324418381
738,-0.005157470703125,0.000613395728828179
740,-0.0029296875,0.000505155803138637
742,-0.00286865234375,0.000626911577886174
744,-0.0032806396484375,0.000734960606615741
746,-0.004791259765625,0.000737490598974278
748,-0.00445556640625,0.000561058847377021
750,-0.002716064453125,0.000473760214119263
752,-0.0050506591796875,0.000503308792189656
754,-0.0043792724609375,0.000379940783630027
756,-0.00640869140625,0.000370005970855168
758,-0.0045928955078125,0.000353266507043159
760,-0.004180908203125,0.000327264565880237
762,-0.0059661865234375,0.000420655784670722
764,-0.0053253173828125,0.000364937156466718
766,-0.0064544677734375,0.000456745286471428
768,-0.0045318603515625,0.000413960570259111
770,-0.004119873046875,0.00034795392611668
772,-0.004974365234375,0.000501454978184661
774,-0.003753662109375,0.000669998120120244
776,-0.005218505859375,0.000788748045856939
778,-0.0035400390625,0.000698579293350806
780,-0.003509521484375,0.000483489365165859
782,-0.00262451171875,0.000482525277735654
784,-0.0016632080078125,0.000530338964751671
786,-0.0030975341796875,0.000664414705111
788,-0.002288818359375,0.000622438905467869
790,-0.0037841796875,0.000608823771461792
792,-0.004150390625,0.000823409275099612
794,-0.0016021728515625,0.000616424861960576
796,-0.0021514892578125,0.000562716336504693
798,-0.005035400390625,0.000805109006242244
800,-0.0040283203125,0.000772040444377046
802,-0.0030517578125,0.000729874312933435
804,-0.0042877197265625,0.000832408550841422
806,-0.00341796875,0.00072475232464831
808,-0.0037689208984375,0.000752491943721799
810,-0.0043792724609375,0.0008544921875
812,-0.004638671875,0.00108841275025189
814,-0.0027923583984375,0.000884483443981289
816,-0.0034637451171875,0.00103219815217821
818,-0.0028839111328125,0.00102858273598344
820,-0.002471923828125,0.000991703906815913
